Wall time,Step,Value
1739939077.5958307,43008,2.059999942779541
1739939083.0714962,49152,2.0299999713897705
1739939085.637614,51200,2.0399999618530273
1739939096.7588959,63488,2.0299999713897705
1739939099.6100936,65536,2.0199999809265137
1739939105.2628195,71680,2.0
1739939107.1132956,73728,2.0
1739939112.8174193,79872,2.0
1739939115.1838384,81920,2.0
1739939116.9735065,83968,2.200000047683716
1739939120.613171,88064,2.049999952316284
1739939122.430828,90112,2.0199999809265137
1739939127.98674,96256,2.0399999618530273
1739939130.0874465,98304,2.0199999809265137
1739939141.0288942,110592,2.1500000953674316
1739939146.9555776,116736,2.0299999713897705
1739939148.8208985,118784,2.0799999237060547
1739939150.6683388,120832,2.0
1739939152.5690317,122880,2.0
1739939154.4905698,124928,2.0
1739939167.5490947,139264,2.0
1739939169.3740418,141312,2.2300000190734863
1739939171.2324517,143360,2.0
1739939175.0537364,147456,2.1600000858306885
1739939176.8653264,149504,2.0299999713897705
1739939180.5812175,153600,2.009999990463257
1739939186.1401687,159744,2.0199999809265137
1739939192.0323727,165888,2.0199999809265137
1739939193.9177687,167936,2.0
1739939195.7471213,169984,2.0199999809265137
1739939197.6080618,172032,2.180000066757202
1739939201.1562023,176128,9.270000457763672
1739939202.8607082,178176,3.009999990463257
1739939204.855141,180224,5.480000019073486
1739939206.6113186,182272,2.880000114440918
1739939210.1628954,186368,2.3499999046325684
1739939211.9648616,188416,2.359999895095825
1739939223.8854027,200704,2.0899999141693115
1739939227.620884,204800,2.0899999141693115
1739939229.4836469,206848,2.0899999141693115
1739939233.125216,210944,2.069999933242798
1739939235.1001625,212992,2.059999942779541
1739939238.8241177,217088,2.0299999713897705
1739939240.7099516,219136,2.049999952316284
1739939246.24647,225280,2.0199999809265137
1739939248.1656828,227328,2.009999990463257
1739939257.9210384,237568,2.009999990463257
1739939265.34372,245760,2.0
1739939267.1964643,247808,2.0
1739939272.9479845,253952,2.0299999713897705
1739939278.5498574,260096,2.0
1739939280.3044837,262144,2.259999990463257
1739939283.932691,266240,2.109999895095825
1739939292.9128215,276480,2.509999990463257
1739939296.995366,280576,2.180000066757202
1739939306.3491514,290816,2.0199999809265137
1739939313.907354,299008,2.0999999046325684
1739939315.7788892,301056,2.069999933242798
1739939319.411993,305152,2.0799999237060547
1739939323.1047695,309248,2.259999990463257
1739939325.2313838,311296,2.0799999237060547
1739939327.1107492,313344,2.109999895095825
1739939330.8276513,317440,2.059999942779541
1739939334.4838827,321536,2.7300000190734863
1739939336.334434,323584,2.0199999809265137
1739939347.4459949,335872,2.2100000381469727
1739939349.338501,337920,2.069999933242798
1739939353.002578,342016,2.0
1739939355.1703212,344064,2.119999885559082
1739939360.6431985,350208,2.119999885559082
1739939374.0597177,364544,2.0199999809265137
1739939377.7157176,368640,2.4600000381469727
1739939379.5494766,370688,2.049999952316284
1739939383.1859272,374784,2.0299999713897705
1739939387.0228078,378880,2.049999952316284
1739939390.6609483,382976,2.059999942779541
1739939398.1509151,391168,2.0199999809265137
1739939400.2394967,393216,2.0299999713897705
1739939402.0954378,395264,2.0
1739939407.3675008,401408,20.520000457763672
1739939409.014442,403456,6.809999942779541
1739939410.6964226,405504,3.8399999141693115
1739939412.5473704,407552,2.950000047683716
1739939416.910965,411648,2.369999885559082
1739939418.7131853,413696,2.2200000286102295
1739939424.209456,419840,2.0899999141693115
1739939426.066778,421888,2.009999990463257
1739939427.9181309,423936,2.130000114440918
1739939434.1654708,430080,2.25
1739939435.9780202,432128,2.049999952316284
1739939437.832558,434176,2.0799999237060547
1739939439.746289,436224,2.0399999618530273
1739939445.2401838,442368,2.0199999809265137
1739939452.7835426,450560,2.0999999046325684
1739939454.6066258,452608,2.0199999809265137
1739939458.2537498,456704,2.0
1739939460.23319,458752,2.009999990463257
1739939462.131942,460800,2.0399999618530273
1739939464.0190084,462848,2.1500000953674316
1739939467.7338133,466944,2.130000114440918
1739939471.384952,471040,2.140000104904175
1739939475.2700543,475136,2.0199999809265137
1739939478.9657197,479232,2.059999942779541
1739939482.687438,483328,2.140000104904175
1739939484.486002,485376,2.109999895095825
1739939488.1152248,489472,2.069999933242798
1739939490.2674832,491520,2.180000066757202
1739939492.1147392,493568,2.2699999809265137
1739939493.9739058,495616,2.140000104904175
1739939495.8440351,497664,2.1700000762939453
1739939499.5474782,501760,2.0299999713897705
1739939501.4372926,503808,2.069999933242798
1739939508.9802582,512000,2.009999990463257
1739939520.2181754,524288,2.0199999809265137
1739939523.8078575,528384,2.0299999713897705
1739939525.6801913,530432,2.0
1739939527.5821323,532480,2.0299999713897705
1739939531.3175628,536576,2.009999990463257
1739939533.166385,538624,2.450000047683716
1739939537.0514286,542720,2.259999990463257
1739939538.8463566,544768,3.0799999237060547
1739939540.7008572,546816,2.2300000190734863
1739939542.5696619,548864,2.119999885559082
1739939551.9574313,559104,4.070000171661377
1739939553.8222973,561152,2.4700000286102295
1739939555.6711524,563200,2.390000104904175
1739939561.302394,569344,2.0299999713897705
1739939563.191807,571392,2.0199999809265137
1739939565.2724109,573440,2.0
1739939567.1361444,575488,2.0899999141693115
1739939570.8185797,579584,2.0899999141693115
1739939585.9961662,595968,2.0199999809265137
1739939587.8449044,598016,2.0
1739939593.3881297,604160,2.009999990463257
1739939595.3161118,606208,2.009999990463257
1739939597.189514,608256,2.009999990463257
1739939600.8896346,612352,3.109999895095825
1739939604.7112417,616448,2.0199999809265137
1739939608.3649406,620544,2.0
1739939610.577607,622592,2.0
1739939614.2445083,626688,2.0899999141693115
1739939617.9559863,630784,2.0899999141693115
1739939619.825004,632832,2.0399999618530273
1739939623.4865584,636928,2.0799999237060547
1739939632.6526859,647168,2.0199999809265137
1739939634.4567,649216,2.0299999713897705
1739939636.2993083,651264,2.049999952316284
1739939638.1492918,653312,2.259999990463257
1739939640.2440367,655360,2.2100000381469727
1739939649.4977124,665600,2.0899999141693115
1739939653.1783266,669696,2.0799999237060547
1739939655.338929,671744,2.259999990463257
1739939657.1354852,673792,2.1500000953674316
1739939658.956746,675840,2.1600000858306885
1739939664.653397,681984,2.0399999618530273
1739939666.5351915,684032,2.0299999713897705
1739939672.1541934,690176,2.059999942779541
1739939675.8676395,694272,2.0899999141693115
1739939677.7367914,696320,2.0199999809265137
1739939683.2502725,702464,2.0299999713897705
1739939687.3130305,706560,2.059999942779541
1739939696.6011784,716800,2.009999990463257
1739939698.4141188,718848,2.0899999141693115
1739939700.3530052,720896,2.0399999618530273
1739939702.311245,722944,2.0299999713897705
1739939711.8524387,733184,2.0999999046325684
1739939713.7493384,735232,2.0399999618530273
1739939717.4385371,739328,2.049999952316284
1739939723.0499425,745472,2.0199999809265137
1739939724.8794086,747520,2.049999952316284
1739939726.7328682,749568,2.0
1739939728.6161544,751616,2.009999990463257
1739939732.339932,755712,2.0199999809265137
1739939735.9905777,759808,2.0299999713897705
1739939739.7270293,763904,2.009999990463257
1739939741.5679295,765952,2.0399999618530273
1739939743.4107175,768000,2.0399999618530273
1739939745.29936,770048,2.0199999809265137
1739939750.8107867,776192,2.0399999618530273
1739939754.5879984,780288,2.0299999713897705
1739939758.276132,784384,2.009999990463257
1739939760.4636245,786432,2.1500000953674316
1739939762.3600414,788480,2.0899999141693115
1739939764.156033,790528,2.1700000762939453
1739939766.028331,792576,2.0199999809265137
1739939767.909268,794624,2.0199999809265137
1739939769.8490496,796672,2.2100000381469727
1739939780.986584,808960,2.0299999713897705
1739939786.5365834,815104,2.0999999046325684
1739939788.4119148,817152,2.0399999618530273
1739939801.6276486,831488,2.0899999141693115
1739939803.4499674,833536,2.309999942779541
1739939810.8166523,841728,2.190000057220459
1739939812.6517346,843776,2.109999895095825
1739939814.4900725,845824,2.180000066757202
1739939816.3489032,847872,2.2300000190734863
1739939818.1468961,849920,2.299999952316284
1739939820.428567,851968,2.140000104904175
1739939822.2127323,854016,2.0999999046325684
1739939824.015435,856064,2.1600000858306885
1739939825.805084,858112,2.1600000858306885
1739939827.6140194,860160,2.25
1739939831.2792695,864256,2.1500000953674316
1739939833.1665263,866304,2.180000066757202
1739939837.2572587,870400,2.2300000190734863
1739939844.6003706,878592,2.2899999618530273
1739939846.3949835,880640,2.309999942779541
1739939852.047334,886784,2.490000009536743
1739939853.7955134,888832,2.809999942779541
1739939855.553405,890880,2.8299999237060547
1739939857.2771618,892928,2.819999933242798
1739939862.4915643,899072,3.549999952316284
1739939868.7469134,905216,3.2799999713897705
1739939870.524096,907264,3.0799999237060547
1739939875.94293,913408,2.9800000190734863
1739939877.6704805,915456,3.190000057220459
1739939885.429782,923648,3.069999933242798
1739939887.1867142,925696,3.180000066757202
1739939892.4675272,931840,3.0299999713897705
1739939895.0164874,933888,2.9800000190734863
1739939896.7726278,935936,2.940000057220459
1739939898.5981076,937984,2.8399999141693115
1739939900.3594506,940032,2.819999933242798
1739939902.1134574,942080,3.299999952316284
1739939903.883877,944128,2.7899999618530273
1739939905.6349158,946176,2.859999895095825
1739939909.9698262,950272,3.700000047683716
1739939911.6724815,952320,3.5899999141693115
1739939913.4157603,954368,3.3399999141693115
1739939915.0898187,956416,3.0899999141693115
1739939921.853068,964608,3.5299999713897705
1739939923.5326262,966656,3.8399999141693115
1739939925.3997512,968704,2.859999895095825
1739939927.1240547,970752,3.9700000286102295
1739939928.8832614,972800,3.0399999618530273
1739939932.298459,976896,3.690000057220459
1739939935.816585,980992,3.0799999237060547
1739939940.2205484,985088,3.0199999809265137
1739939941.956262,987136,3.490000009536743
1739939947.1010463,993280,3.450000047683716
1739939948.7742052,995328,3.299999952316284
1739939950.4892688,997376,4.590000152587891
1739939954.781702,1001472,3.200000047683716
1739939958.224089,1005568,3.2200000286102295
1739939965.104887,1013760,2.9600000381469727
1739939966.8151076,1015808,4.199999809265137
1739939972.108002,1021952,3.059999942779541
1739939973.7708242,1024000,3.309999942779541
1739939975.4659789,1026048,4.059999942779541
1739939977.1205156,1028096,3.6600000858306885
1739939978.8392396,1030144,3.5799999237060547
1739939980.5497198,1032192,2.9600000381469727
1739939982.2371974,1034240,3.869999885559082
1739939986.50163,1038336,4.150000095367432
1739939988.1361797,1040384,4.050000190734863
1739939989.843862,1042432,4.909999847412109
1739940005.5577977,1044480,10.75
1739940008.5342762,1048576,17.799999237060547
1739940013.136024,1054720,11.260000228881836
1739940020.650268,1062912,11.270000457763672
1739940025.209957,1069056,12.9399995803833
1739940026.688873,1071104,15.279999732971191
1739940028.300562,1073152,10.100000381469727
1739940033.3307948,1079296,11.069999694824219
1739940036.4591627,1083392,11.729999542236328
1739940038.0295799,1085440,9.949999809265137
1739940039.5916722,1087488,8.90999984741211
1739940041.1936,1089536,10.680000305175781
1739940042.742395,1091584,13.600000381469727
1739940045.162025,1093632,11.529999732971191
1739940046.711786,1095680,13.579999923706055
1739940051.3339536,1101824,12.050000190734863
1739940052.9022036,1103872,16.989999771118164
1739940054.4236596,1105920,16.649999618530273
1739940056.0993829,1107968,10.5
1739940061.857593,1114112,12.569999694824219
1739940072.8286731,1128448,7.889999866485596
1739940078.228197,1134592,15.779999732971191
1739940079.7363508,1136640,9.25
1739940082.7904806,1140736,8.930000305175781
1739940084.3725128,1142784,10.039999961853027
1739940085.9103413,1144832,10.59000015258789
1739940087.4335225,1146880,14.5600004196167
1739940089.806816,1148928,12.930000305175781
1739940092.968989,1153024,11.4399995803833
1739940094.4993393,1155072,15.15999984741211
1739940096.0630405,1157120,13.4399995803833
1739940099.3064597,1161216,14.300000190734863
1739940100.8963735,1163264,14.59000015258789
1739940106.4479866,1169408,18.100000381469727
1739940109.5080674,1173504,10.34000015258789
1739940112.5369418,1177600,11.399999618530273
1739940114.0595536,1179648,11.680000305175781
1739940115.6232677,1181696,8.3100004196167
1739940125.397774,1193984,8.149999618530273
1739940127.0011597,1196032,8.430000305175781
1739940128.6382847,1198080,6.699999809265137
1739940135.3287778,1206272,8.430000305175781
1739940140.2999501,1212416,7.789999961853027
1739940143.550352,1216512,6.920000076293945
1739940148.44338,1222656,9.039999961853027
1739940155.078143,1230848,8.720000267028809
1739940161.6066601,1239040,8.6899995803833
1739940163.2238314,1241088,7.869999885559082
1739940165.7959507,1243136,8.609999656677246
1739940168.9657042,1247232,8.15999984741211
1739940170.6644444,1249280,10.220000267028809
1739940172.2243097,1251328,9.9399995803833
1739940173.9177408,1253376,9.520000457763672
1739940175.5226011,1255424,8.050000190734863
1739940180.3107052,1259520,11.899999618530273
1739940183.347291,1263616,14.4399995803833
1739940184.8935695,1265664,12.460000038146973
1739940186.5268254,1267712,13.199999809265137
1739940188.0301301,1269760,17.229999542236328
1739940191.0950022,1273856,17.43000030517578
1739940192.5892406,1275904,19.280000686645508
1739940195.1000688,1277952,20.110000610351562
1739940198.1243026,1282048,23.579999923706055
1739940203.0397065,1288192,28.399999618530273
1739940206.0421486,1292288,31.510000228881836
1739940211.5874743,1298432,34.68000030517578
1739940213.1056015,1300480,40.7599983215332
1739940216.204266,1304576,35.880001068115234
1739940219.4586885,1308672,35.029998779296875
1739940222.749093,1312768,36.31999969482422
1739940226.4174662,1316864,41.43000030517578
1739940227.9894392,1318912,42.56999969482422
1739940232.3873966,1325056,44.9900016784668
1739940235.4558153,1329152,41.689998626708984
1739940236.9592957,1331200,43.41999816894531
1739940243.555025,1339392,35.939998626708984
1739940246.653656,1343488,37.150001525878906
1739940249.7388313,1347584,37.970001220703125
1739940255.1066713,1353728,33.790000915527344
1739940256.546142,1355776,35.58000183105469
1739940258.1445458,1357824,36.84000015258789
1739940259.6106296,1359872,42.09000015258789
1739940261.0671086,1361920,40.619998931884766
1739940262.665901,1363968,38.63999938964844
1739940268.7914622,1372160,44.09000015258789
1739940271.8616073,1376256,42.09000015258789
1739940273.4324808,1378304,41.16999816894531
1739940274.9501297,1380352,44.70000076293945
1739940276.4560332,1382400,47.11000061035156
1739940278.0274873,1384448,44.209999084472656
1739940282.5768683,1390592,45.63999938964844
1739940285.0067189,1392640,39.81999969482422
1739940286.4105165,1394688,37.15999984741211
1739940296.9637718,1409024,43.63999938964844
1739940301.9368637,1415168,43.54999923706055
1739940309.7151296,1425408,42.66999816894531
1739940311.389999,1427456,49.220001220703125
1739940312.8974924,1429504,46.5
1739940318.3156595,1435648,34.58000183105469
1739940321.381249,1439744,37.09000015258789
1739940322.8516357,1441792,38.2400016784668
1739940324.490662,1443840,40.779998779296875
1739940329.9247344,1449984,36.970001220703125
1739940337.360746,1460224,32.970001220703125
1739940340.4211628,1464320,38.880001068115234
1739940341.9291303,1466368,42.810001373291016
1739940343.5068629,1468416,49.0099983215332
1739940345.3131633,1470464,46.959999084472656
