Letter,Origin_X,Origin_Y,Destination_X,Destination_Y,Grammar,Valid/Invalid,ICD,Bearing Entropy,Categorized Bearing Entropy,Graph Asymmetry,Normalized ICD,Normalized Bearing Entropy,Normalized Categorized Bearing Entropy,Normalized Graph Asymmetry,Skeletonization_Method,Path,Unnamed: 17,count ,Valid/Invalid_Agent6,Valid/Invalid_Agent4,distinct
TU_arial,503275,2279040,501088,2276800,8sector,Invalid,1.928571429,4.754887502,2.934100115,139.8084643,0.4489795918,0.5018483828,0.7852389023,0.1212969267,Approach1,LSP,,,,,TU_arial_Approach1
TU_arial,503275,2279040,501088,2276800,Klippel,Invalid,1.928571429,4.754887502,2.934100115,139.8084643,0.4489795918,0.5018483828,0.7852389023,0.1212969267,Approach1,LSP,,,,,TU_arial_Approach1
U_arial,500242,2282840,501971,2282840,4sector,Invalid,1.894736842,4.169925001,2.641604168,67.54481549,0.3909774436,0.381187724,0.5960666061,0.05860144859,Approach1,LSP,,,,,U_arial_Approach1
U_arial,500242,2282840,501971,2282840,6sector,Invalid,1.894736842,4.169925001,2.641604168,67.54481549,0.3909774436,0.381187724,0.5960666061,0.05860144859,Approach1,LSP,,,,,U_arial_Approach1
U_arial,500242,2282840,501971,2282840,8sector,Invalid,1.894736842,4.169925001,2.641604168,67.54481549,0.3909774436,0.381187724,0.5960666061,0.05860144859,Approach1,LSP,,,,,U_arial_Approach1
U_arial,500242,2282840,501971,2282840,Klippel,Invalid,1.894736842,4.169925001,2.641604168,67.54481549,0.3909774436,0.381187724,0.5960666061,0.05860144859,Approach1,LSP,,,,,U_arial_Approach1
UA_arial,503675,2284400,501971,2286640,4sector,Invalid,2.042553191,5.584962501,3.178232428,410.7863783,0.6443768997,0.6730685825,0.9431319288,0.3563956264,Approach1,LSP,,,,,UA_arial_Approach1
UA_arial,503675,2284400,501971,2286640,6sector,Invalid,2.042553191,5.584962501,3.178232428,410.7863783,0.6443768997,0.6730685825,0.9431319288,0.3563956264,Approach1,LSP,,,,,UA_arial_Approach1
UA_arial,503675,2284400,501971,2286640,8sector,Valid,2.042553191,5.584962501,3.178232428,410.7863783,0.6443768997,0.6730685825,0.9431319288,0.3563956264,Approach1,LSP,,,,,UA_arial_Approach1
UA_arial,503675,2284400,501971,2286640,Klippel,Invalid,2.042553191,5.584962501,3.178232428,410.7863783,0.6443768997,0.6730685825,0.9431319288,0.3563956264,Approach1,LSP,,,,,UA_arial_Approach1
UAV_arial,503675,2288200,501971,2290440,4sector,Invalid,2.042553191,5.584962501,3.178232428,410.7863783,0.6443768997,0.6730685825,0.9431319288,0.3563956264,Approach1,LSP,,,,,UAV_arial_Approach1
UAV_arial,503675,2288200,501971,2290440,6sector,Invalid,2.042553191,5.584962501,3.178232428,410.7863783,0.6443768997,0.6730685825,0.9431319288,0.3563956264,Approach1,LSP,,,,,UAV_arial_Approach1
UAV_arial,503675,2288200,501971,2290440,8sector,Valid,2.042553191,5.584962501,3.178232428,410.7863783,0.6443768997,0.6730685825,0.9431319288,0.3563956264,Approach1,LSP,,,,,UAV_arial_Approach1
UAV_arial,503675,2288200,501971,2290440,Klippel,Invalid,2.042553191,5.584962501,3.178232428,410.7863783,0.6443768997,0.6730685825,0.9431319288,0.3563956264,Approach1,LSP,,,,,UAV_arial_Approach1
UD_arial,501914.0116,2292569.417,500242,2294240,4sector,Invalid,2,4.906890596,2.952584246,265.7146668,0.5714285714,0.5332021762,0.7971935485,0.2305323402,Approach1,LSP,,,,,UD_arial_Approach1
UD_arial,501914.0116,2292569.417,500242,2294240,6sector,Invalid,2,4.906890596,2.952584246,265.7146668,0.5714285714,0.5332021762,0.7971935485,0.2305323402,Approach1,LSP,,,,,UD_arial_Approach1
UD_arial,501914.0116,2292569.417,500242,2294240,8sector,Invalid,2,4.906890596,2.952584246,265.7146668,0.5714285714,0.5332021762,0.7971935485,0.2305323402,Approach1,LSP,,,,,UD_arial_Approach1
UD_arial,501914.0116,2292569.417,500242,2294240,Klippel,Invalid,2,4.906890596,2.952584246,265.7146668,0.5714285714,0.5332021762,0.7971935485,0.2305323402,Approach1,LSP,,,,,UD_arial_Approach1
UH_arial,503592,2295800,502158,2298040,4sector,Invalid,1.95,5.285402219,2.910957118,314.4242424,0.4857142857,0.6112780559,0.7702711261,0.2727924555,Approach1,LSP,,,,,UH_arial_Approach1
UH_arial,503592,2295800,502158,2298040,6sector,Invalid,1.95,5.285402219,2.910957118,314.4242424,0.4857142857,0.6112780559,0.7702711261,0.2727924555,Approach1,LSP,,,,,UH_arial_Approach1
UH_arial,503592,2295800,502158,2298040,8sector,Valid,1.95,5.285402219,2.910957118,314.4242424,0.4857142857,0.6112780559,0.7702711261,0.2727924555,Approach1,LSP,,,,,UH_arial_Approach1
UH_arial,503592,2295800,502158,2298040,Klippel,Valid,1.95,5.285402219,2.910957118,314.4242424,0.4857142857,0.6112780559,0.7702711261,0.2727924555,Approach1,LSP,,,,,UH_arial_Approach1
UI_arial,500242,2301840,501680,2301840,4sector,Invalid,1.928571429,4.754887502,2.887984837,200.1549243,0.4489795918,0.5018483828,0.7554137609,0.1736531282,Approach1,LSP,,,,,UI_arial_Approach1
UI_arial,500242,2301840,501680,2301840,6sector,Invalid,1.928571429,4.754887502,2.887984837,200.1549243,0.4489795918,0.5018483828,0.7554137609,0.1736531282,Approach1,LSP,,,,,UI_arial_Approach1
UI_arial,500242,2301840,501680,2301840,8sector,Invalid,1.928571429,4.754887502,2.887984837,200.1549243,0.4489795918,0.5018483828,0.7554137609,0.1736531282,Approach1,LSP,,,,,UI_arial_Approach1
UI_arial,500242,2301840,501680,2301840,Klippel,Invalid,1.928571429,4.754887502,2.887984837,200.1549243,0.4489795918,0.5018483828,0.7554137609,0.1736531282,Approach1,LSP,,,,,UI_arial_Approach1
UIN_arial,503569,2305640,500242,2305640,4sector,Invalid,1.95,5.285402219,3.050087555,308.8632891,0.4857142857,0.6112780559,0.8602539943,0.2679678082,Approach1,LSP,,,,,UIN_arial_Approach1
UIN_arial,503569,2305640,500242,2305640,6sector,Invalid,1.95,5.285402219,3.050087555,308.8632891,0.4857142857,0.6112780559,0.8602539943,0.2679678082,Approach1,LSP,,,,,UIN_arial_Approach1
UIN_arial,503569,2305640,500242,2305640,8sector,Invalid,1.95,5.285402219,3.050087555,308.8632891,0.4857142857,0.6112780559,0.8602539943,0.2679678082,Approach1,LSP,,,,,UIN_arial_Approach1
UIN_arial,503569,2305640,500242,2305640,Klippel,Invalid,1.95,5.285402219,3.050087555,308.8632891,0.4857142857,0.6112780559,0.8602539943,0.2679678082,Approach1,LSP,,,,,UIN_arial_Approach1
UJ_arial,500242,2309440,502628,2309440,4sector,Invalid,1.941176471,5.044394119,2.929532,165.5971782,0.4705882353,0.5615651324,0.7822844655,0.1436710494,Approach1,LSP,,,,,UJ_arial_Approach1
UJ_arial,500242,2309440,502628,2309440,6sector,Valid,1.941176471,5.044394119,2.929532,165.5971782,0.4705882353,0.5615651324,0.7822844655,0.1436710494,Approach1,LSP,,,,,UJ_arial_Approach1
UJ_arial,500242,2309440,502628,2309440,8sector,Valid,1.941176471,5.044394119,2.929532,165.5971782,0.4705882353,0.5615651324,0.7822844655,0.1436710494,Approach1,LSP,,,,,UJ_arial_Approach1
UJ_arial,500242,2309440,502628,2309440,Klippel,Invalid,1.941176471,5.044394119,2.929532,165.5971782,0.4705882353,0.5615651324,0.7822844655,0.1436710494,Approach1,LSP,,,,,UJ_arial_Approach1
UNY_arial,504154,2311000,505322,2313240,4sector,Invalid,1.961538462,5.672425342,3.16551088,370.2100186,0.5054945055,0.6911096091,0.934904244,0.3211918371,Approach1,LSP,,,,,UNY_arial_Approach1
UNY_arial,504154,2311000,505322,2313240,6sector,Valid,1.961538462,5.672425342,3.16551088,370.2100186,0.5054945055,0.6911096091,0.934904244,0.3211918371,Approach1,LSP,,,,,UNY_arial_Approach1
UNY_arial,504154,2311000,505322,2313240,8sector,Valid,1.961538462,5.672425342,3.16551088,370.2100186,0.5054945055,0.6911096091,0.934904244,0.3211918371,Approach1,LSP,,,,,UNY_arial_Approach1
UNY_arial,504154,2311000,505322,2313240,Klippel,Invalid,1.961538462,5.672425342,3.16551088,370.2100186,0.5054945055,0.6911096091,0.934904244,0.3211918371,Approach1,LSP,,,,,UNY_arial_Approach1
UP_arial,501931.5107,2315824,500242,2317040,4sector,Invalid,2,5.285402219,2.968022823,277.5916834,0.5714285714,0.6112780559,0.8071784766,0.2408367636,Approach1,LSP,,,,,UP_arial_Approach1
UP_arial,501931.5107,2315824,500242,2317040,6sector,Invalid,2,5.285402219,2.968022823,277.5916834,0.5714285714,0.6112780559,0.8071784766,0.2408367636,Approach1,LSP,,,,,UP_arial_Approach1
UP_arial,501931.5107,2315824,500242,2317040,8sector,Valid,2,5.285402219,2.968022823,277.5916834,0.5714285714,0.6112780559,0.8071784766,0.2408367636,Approach1,LSP,,,,,UP_arial_Approach1
UP_arial,501931.5107,2315824,500242,2317040,Klippel,Valid,2,5.285402219,2.968022823,277.5916834,0.5714285714,0.6112780559,0.8071784766,0.2408367636,Approach1,LSP,,,,,UP_arial_Approach1
UPJ_arial,502976,2319304,503632,2320840,4sector,Invalid,2,5.906890596,2.984416807,368.5041551,0.5714285714,0.7394729349,0.8177813162,0.3197118409,Approach1,LSP,,,,,UPJ_arial_Approach1
UPJ_arial,502976,2319304,503632,2320840,6sector,Invalid,2,5.906890596,2.984416807,368.5041551,0.5714285714,0.7394729349,0.8177813162,0.3197118409,Approach1,LSP,,,,,UPJ_arial_Approach1
UPJ_arial,502976,2319304,503632,2320840,8sector,Invalid,2,5.906890596,2.984416807,368.5041551,0.5714285714,0.7394729349,0.8177813162,0.3197118409,Approach1,LSP,,,,,UPJ_arial_Approach1
UPJ_arial,502976,2319304,503632,2320840,Klippel,Invalid,2,5.906890596,2.984416807,368.5041551,0.5714285714,0.7394729349,0.8177813162,0.3197118409,Approach1,LSP,,,,,UPJ_arial_Approach1
VNM_arial,502051,2322400,500014,2324640,4sector,Invalid,1.961538462,5.672425342,3.120566198,236.4759152,0.5054945055,0.6911096091,0.9058361872,0.205164987,Approach1,LSP,,,,,VNM_arial_Approach1
VNM_arial,502051,2322400,500014,2324640,6sector,Invalid,1.961538462,5.672425342,3.120566198,236.4759152,0.5054945055,0.6911096091,0.9058361872,0.205164987,Approach1,LSP,,,,,VNM_arial_Approach1
VNM_arial,502051,2322400,500014,2324640,8sector,Invalid,1.961538462,5.672425342,3.120566198,236.4759152,0.5054945055,0.6911096091,0.9058361872,0.205164987,Approach1,LSP,,,,,VNM_arial_Approach1
VNM_arial,502051,2322400,500014,2324640,Klippel,Invalid,1.961538462,5.672425342,3.120566198,236.4759152,0.5054945055,0.6911096091,0.9058361872,0.205164987,Approach1,LSP,,,,,VNM_arial_Approach1
VQ_arial,500014,2328440,502025,2328440,4sector,Invalid,2.037735849,5.754887502,3.186787634,499.8678948,0.6361185984,0.7081191415,0.9486650242,0.4336821787,Approach1,LSP,,,,,VQ_arial_Approach1
VQ_arial,500014,2328440,502025,2328440,6sector,Invalid,2.037735849,5.754887502,3.186787634,499.8678948,0.6361185984,0.7081191415,0.9486650242,0.4336821787,Approach1,LSP,,,,,VQ_arial_Approach1
VQ_arial,500014,2328440,502025,2328440,8sector,Invalid,2.037735849,5.754887502,3.186787634,499.8678948,0.6361185984,0.7081191415,0.9486650242,0.4336821787,Approach1,LSP,,,,,VQ_arial_Approach1
VQ_arial,500014,2328440,502025,2328440,Klippel,Invalid,2.037735849,5.754887502,3.186787634,499.8678948,0.6361185984,0.7081191415,0.9486650242,0.4336821787,Approach1,LSP,,,,,VQ_arial_Approach1
VUJ_arial,504166,2332240,503509,2332240,4sector,Invalid,1.959183673,5.584962501,3.022987563,299.1635592,0.5014577259,0.6730685825,0.8427270245,0.2595523847,Approach1,LSP,,,,,VUJ_arial_Approach1
VUJ_arial,504166,2332240,503509,2332240,6sector,Invalid,1.959183673,5.584962501,3.022987563,299.1635592,0.5014577259,0.6730685825,0.8427270245,0.2595523847,Approach1,LSP,,,,,VUJ_arial_Approach1
VUJ_arial,504166,2332240,503509,2332240,8sector,Invalid,1.959183673,5.584962501,3.022987563,299.1635592,0.5014577259,0.6730685825,0.8427270245,0.2595523847,Approach1,LSP,,,,,VUJ_arial_Approach1
VUJ_arial,504166,2332240,503509,2332240,Klippel,Invalid,1.959183673,5.584962501,3.022987563,299.1635592,0.5014577259,0.6730685825,0.8427270245,0.2595523847,Approach1,LSP,,,,,VUJ_arial_Approach1
WD_arial,502747.1451,2335695.979,500038,2336040,4sector,Invalid,2,5.169925001,3.097609475,243.3608654,0.5714285714,0.5874584826,0.8909888845,0.2111383255,Approach1,LSP,,,,,WD_arial_Approach1
WD_arial,502747.1451,2335695.979,500038,2336040,6sector,Invalid,2,5.169925001,3.097609475,243.3608654,0.5714285714,0.5874584826,0.8909888845,0.2111383255,Approach1,LSP,,,,,WD_arial_Approach1
WD_arial,502747.1451,2335695.979,500038,2336040,8sector,Invalid,2,5.169925001,3.097609475,243.3608654,0.5714285714,0.5874584826,0.8909888845,0.2111383255,Approach1,LSP,,,,,WD_arial_Approach1
WD_arial,502747.1451,2335695.979,500038,2336040,Klippel,Invalid,2,5.169925001,3.097609475,243.3608654,0.5714285714,0.5874584826,0.8909888845,0.2111383255,Approach1,LSP,,,,,WD_arial_Approach1
WF_arial,502721,2337600,504205,2339840,4sector,Invalid,1.953488372,5.392317423,3.094233949,236.8140185,0.4916943522,0.6333315361,0.8888057565,0.2054583232,Approach1,LSP,,,,,WF_arial_Approach1
WF_arial,502721,2337600,504205,2339840,6sector,Invalid,1.953488372,5.392317423,3.094233949,236.8140185,0.4916943522,0.6333315361,0.8888057565,0.2054583232,Approach1,LSP,,,,,WF_arial_Approach1
WF_arial,502721,2337600,504205,2339840,8sector,Invalid,1.953488372,5.392317423,3.094233949,236.8140185,0.4916943522,0.6333315361,0.8888057565,0.2054583232,Approach1,LSP,,,,,WF_arial_Approach1
WF_arial,502721,2337600,504205,2339840,Klippel,Invalid,1.953488372,5.392317423,3.094233949,236.8140185,0.4916943522,0.6333315361,0.8888057565,0.2054583232,Approach1,LSP,,,,,WF_arial_Approach1
WFD_arial,502721,2341400,500038,2343640,4sector,Invalid,2.040816327,5.64385619,3.142308061,363.9620772,0.6413994169,0.6852166284,0.9198977778,0.3157711632,Approach1,LSP,,,,,WFD_arial_Approach1
WFD_arial,502721,2341400,500038,2343640,6sector,Invalid,2.040816327,5.64385619,3.142308061,363.9620772,0.6413994169,0.6852166284,0.9198977778,0.3157711632,Approach1,LSP,,,,,WFD_arial_Approach1
WFD_arial,502721,2341400,500038,2343640,8sector,Invalid,2.040816327,5.64385619,3.142308061,363.9620772,0.6413994169,0.6852166284,0.9198977778,0.3157711632,Approach1,LSP,,,,,WFD_arial_Approach1
WFD_arial,502721,2341400,500038,2343640,Klippel,Invalid,2.040816327,5.64385619,3.142308061,363.9620772,0.6413994169,0.6852166284,0.9198977778,0.3157711632,Approach1,LSP,,,,,WFD_arial_Approach1
WG_arial,503735,2346096,504371,2346736,4sector,Invalid,1.96875,5.977279923,3.173198864,348.7974803,0.5178571429,0.7539921949,0.9398764618,0.3026144562,Approach1,LSP,,,,,WG_arial_Approach1
WG_arial,503735,2346096,504371,2346736,6sector,Invalid,1.96875,5.977279923,3.173198864,348.7974803,0.5178571429,0.7539921949,0.9398764618,0.3026144562,Approach1,LSP,,,,,WG_arial_Approach1
WG_arial,503735,2346096,504371,2346736,8sector,Invalid,1.96875,5.977279923,3.173198864,348.7974803,0.5178571429,0.7539921949,0.9398764618,0.3026144562,Approach1,LSP,,,,,WG_arial_Approach1
WG_arial,503735,2346096,504371,2346736,Klippel,Invalid,1.96875,5.977279923,3.173198864,348.7974803,0.5178571429,0.7539921949,0.9398764618,0.3026144562,Approach1,LSP,,,,,WG_arial_Approach1
WI_arial,500038,2351240,502756,2349000,4sector,Invalid,1.941176471,5.044394119,3.106565728,120.6143072,0.4705882353,0.5615651324,0.8967813577,0.1046441992,Approach1,LSP,,,,,WI_arial_Approach1
WI_arial,500038,2351240,502756,2349000,6sector,Invalid,1.941176471,5.044394119,3.106565728,120.6143072,0.4705882353,0.5615651324,0.8967813577,0.1046441992,Approach1,LSP,,,,,WI_arial_Approach1
WI_arial,500038,2351240,502756,2349000,8sector,Invalid,1.941176471,5.044394119,3.106565728,120.6143072,0.4705882353,0.5615651324,0.8967813577,0.1046441992,Approach1,LSP,,,,,WI_arial_Approach1
WI_arial,500038,2351240,502756,2349000,Klippel,Invalid,1.941176471,5.044394119,3.106565728,120.6143072,0.4705882353,0.5615651324,0.8967813577,0.1046441992,Approach1,LSP,,,,,WI_arial_Approach1
WJ_arial,502820,2353504,503476,2355040,4sector,Invalid,1.959183673,5.584962501,3.075433838,184.1286809,0.5014577259,0.6730685825,0.87664675,0.1597488623,Approach1,LSP,,,,,WJ_arial_Approach1
WJ_arial,502820,2353504,503476,2355040,6sector,Invalid,1.959183673,5.584962501,3.075433838,184.1286809,0.5014577259,0.6730685825,0.87664675,0.1597488623,Approach1,LSP,,,,,WJ_arial_Approach1
WJ_arial,502820,2353504,503476,2355040,8sector,Invalid,1.959183673,5.584962501,3.075433838,184.1286809,0.5014577259,0.6730685825,0.87664675,0.1597488623,Approach1,LSP,,,,,WJ_arial_Approach1
WJ_arial,502820,2353504,503476,2355040,Klippel,Invalid,1.959183673,5.584962501,3.075433838,184.1286809,0.5014577259,0.6730685825,0.87664675,0.1597488623,Approach1,LSP,,,,,WJ_arial_Approach1
WM_arial,500038,2358840,502978,2356600,4sector,Invalid,1.961538462,5.672425342,3.185954755,237.1756456,0.5054945055,0.6911096091,0.9481263577,0.2057720686,Approach1,LSP,,,,,WM_arial_Approach1
WM_arial,500038,2358840,502978,2356600,6sector,Invalid,1.961538462,5.672425342,3.185954755,237.1756456,0.5054945055,0.6911096091,0.9481263577,0.2057720686,Approach1,LSP,,,,,WM_arial_Approach1
WM_arial,500038,2358840,502978,2356600,8sector,Invalid,1.961538462,5.672425342,3.185954755,237.1756456,0.5054945055,0.6911096091,0.9481263577,0.2057720686,Approach1,LSP,,,,,WM_arial_Approach1
WM_arial,500038,2358840,502978,2356600,Klippel,Invalid,1.961538462,5.672425342,3.185954755,237.1756456,0.5054945055,0.6911096091,0.9481263577,0.2057720686,Approach1,LSP,,,,,WM_arial_Approach1
WP_arial,502997,2360400,500038,2362640,4sector,Invalid,2,5.491853096,3.1455499,240.9841955,0.5714285714,0.653862835,0.9219944428,0.209076342,Approach1,LSP,,,,,WP_arial_Approach1
WP_arial,502997,2360400,500038,2362640,6sector,Invalid,2,5.491853096,3.1455499,240.9841955,0.5714285714,0.653862835,0.9219944428,0.209076342,Approach1,LSP,,,,,WP_arial_Approach1
WP_arial,502997,2360400,500038,2362640,8sector,Invalid,2,5.491853096,3.1455499,240.9841955,0.5714285714,0.653862835,0.9219944428,0.209076342,Approach1,LSP,,,,,WP_arial_Approach1
WP_arial,502997,2360400,500038,2362640,Klippel,Invalid,2,5.491853096,3.1455499,240.9841955,0.5714285714,0.653862835,0.9219944428,0.209076342,Approach1,LSP,,,,,WP_arial_Approach1
WPG_arial,502997,2364200,505375,2365736,4sector,Invalid,2.027027027,6.22881869,3.175811796,592.4594591,0.6177606178,0.8058772872,0.9415663806,0.5140140259,Approach1,LSP,,,,,WPG_arial_Approach1
WPG_arial,502997,2364200,505375,2365736,6sector,Invalid,2.027027027,6.22881869,3.175811796,592.4594591,0.6177606178,0.8058772872,0.9415663806,0.5140140259,Approach1,LSP,,,,,WPG_arial_Approach1
WPG_arial,502997,2364200,505375,2365736,8sector,Invalid,2.027027027,6.22881869,3.175811796,592.4594591,0.6177606178,0.8058772872,0.9415663806,0.5140140259,Approach1,LSP,,,,,WPG_arial_Approach1
WPG_arial,502997,2364200,505375,2365736,Klippel,Invalid,2.027027027,6.22881869,3.175811796,592.4594591,0.6177606178,0.8058772872,0.9415663806,0.5140140259,Approach1,LSP,,,,,WPG_arial_Approach1
WQ_arial,500038,2370240,502865,2370240,4sector,Invalid,2.059701493,6.108524457,3.23209854,634.3536147,0.6737739872,0.7810641044,0.9779699366,0.5503611265,Approach1,LSP,,,,,WQ_arial_Approach1
WQ_arial,500038,2370240,502865,2370240,6sector,Invalid,2.059701493,6.108524457,3.23209854,634.3536147,0.6737739872,0.7810641044,0.9779699366,0.5503611265,Approach1,LSP,,,,,WQ_arial_Approach1
WQ_arial,500038,2370240,502865,2370240,8sector,Invalid,2.059701493,6.108524457,3.23209854,634.3536147,0.6737739872,0.7810641044,0.9779699366,0.5503611265,Approach1,LSP,,,,,WQ_arial_Approach1
WQ_arial,500038,2370240,502865,2370240,Klippel,Invalid,2.059701493,6.108524457,3.23209854,634.3536147,0.6737739872,0.7810641044,0.9779699366,0.5503611265,Approach1,LSP,,,,,WQ_arial_Approach1
WW_arial,500038,2374040,505334,2374040,4sector,Invalid,1.961538462,5.672425342,3.159076137,212.4597306,0.5054945055,0.6911096091,0.9307425616,0.1843286993,Approach1,LSP,,,,,WW_arial_Approach1
WW_arial,500038,2374040,505334,2374040,6sector,Invalid,1.961538462,5.672425342,3.159076137,212.4597306,0.5054945055,0.6911096091,0.9307425616,0.1843286993,Approach1,LSP,,,,,WW_arial_Approach1
WW_arial,500038,2374040,505334,2374040,8sector,Invalid,1.961538462,5.672425342,3.159076137,212.4597306,0.5054945055,0.6911096091,0.9307425616,0.1843286993,Approach1,LSP,,,,,WW_arial_Approach1
WW_arial,500038,2374040,505334,2374040,Klippel,Invalid,1.961538462,5.672425342,3.159076137,212.4597306,0.5054945055,0.6911096091,0.9307425616,0.1843286993,Approach1,LSP,,,,,WW_arial_Approach1
WWA_arial,506992,2375600,504933,2375600,4sector,Invalid,1.961538462,5.672425342,3.159076137,212.4597306,0.5054945055,0.6911096091,0.9307425616,0.1843286993,Approach1,LSP,,,,,WWA_arial_Approach1
WWA_arial,506992,2375600,504933,2375600,6sector,Invalid,1.961538462,5.672425342,3.159076137,212.4597306,0.5054945055,0.6911096091,0.9307425616,0.1843286993,Approach1,LSP,,,,,WWA_arial_Approach1
WWA_arial,506992,2375600,504933,2375600,8sector,Valid,1.961538462,5.672425342,3.159076137,212.4597306,0.5054945055,0.6911096091,0.9307425616,0.1843286993,Approach1,LSP,,,,,WWA_arial_Approach1
WWA_arial,506992,2375600,504933,2375600,Klippel,Invalid,1.961538462,5.672425342,3.159076137,212.4597306,0.5054945055,0.6911096091,0.9307425616,0.1843286993,Approach1,LSP,,,,,WWA_arial_Approach1
XBL_arial,504199,2379656,500114,2381640,4sector,Invalid,2.1,5.977279923,3.155365149,589.0645267,0.7428571429,0.7539921949,0.9283424731,0.5110686043,Approach1,LSP,,,,,XBL_arial_Approach1
XBL_arial,504199,2379656,500114,2381640,6sector,Invalid,2.1,5.977279923,3.155365149,589.0645267,0.7428571429,0.7539921949,0.9283424731,0.5110686043,Approach1,LSP,,,,,XBL_arial_Approach1
XBL_arial,504199,2379656,500114,2381640,8sector,Valid,2.1,5.977279923,3.155365149,589.0645267,0.7428571429,0.7539921949,0.9283424731,0.5110686043,Approach1,LSP,,,,,XBL_arial_Approach1
XBL_arial,504199,2379656,500114,2381640,Klippel,Invalid,2.1,5.977279923,3.155365149,589.0645267,0.7428571429,0.7539921949,0.9283424731,0.5110686043,Approach1,LSP,,,,,XBL_arial_Approach1
XGU_arial,500014,2383200,500114,2385440,4sector,Invalid,2.027027027,6.22881869,3.083536473,538.4453427,0.6177606178,0.8058772872,0.8818871443,0.467151725,Approach1,LSP,,,,,XGU_arial_Approach1
XGU_arial,500014,2383200,500114,2385440,6sector,Invalid,2.027027027,6.22881869,3.083536473,538.4453427,0.6177606178,0.8058772872,0.8818871443,0.467151725,Approach1,LSP,,,,,XGU_arial_Approach1
XGU_arial,500014,2383200,500114,2385440,8sector,Invalid,2.027027027,6.22881869,3.083536473,538.4453427,0.6177606178,0.8058772872,0.8818871443,0.467151725,Approach1,LSP,,,,,XGU_arial_Approach1
XGU_arial,500014,2383200,500114,2385440,Klippel,Invalid,2.027027027,6.22881869,3.083536473,538.4453427,0.6177606178,0.8058772872,0.8818871443,0.467151725,Approach1,LSP,,,,,XGU_arial_Approach1
XJ_arial,500014,2390800,500114,2393040,4sector,Invalid,2,5.285402219,2.897314324,287.9110484,0.5714285714,0.6112780559,0.7614476237,0.2497897785,Approach1,LSP,,,,,XJ_arial_Approach1
XJ_arial,500014,2390800,500114,2393040,6sector,Valid,2,5.285402219,2.897314324,287.9110484,0.5714285714,0.6112780559,0.7614476237,0.2497897785,Approach1,LSP,,,,,XJ_arial_Approach1
XJ_arial,500014,2390800,500114,2393040,8sector,Valid,2,5.285402219,2.897314324,287.9110484,0.5714285714,0.6112780559,0.7614476237,0.2497897785,Approach1,LSP,,,,,XJ_arial_Approach1
XJ_arial,500014,2390800,500114,2393040,Klippel,Invalid,2,5.285402219,2.897314324,287.9110484,0.5714285714,0.6112780559,0.7614476237,0.2497897785,Approach1,LSP,,,,,XJ_arial_Approach1
XMA_arial,500014,2398400,505658,2398400,4sector,Invalid,2.033898305,5.906890596,3.102812565,421.1442031,0.6295399516,0.7394729349,0.8943539924,0.3653820088,Approach1,LSP,,,,,XMA_arial_Approach1
XMA_arial,500014,2398400,505658,2398400,6sector,Invalid,2.033898305,5.906890596,3.102812565,421.1442031,0.6295399516,0.7394729349,0.8943539924,0.3653820088,Approach1,LSP,,,,,XMA_arial_Approach1
XMA_arial,500014,2398400,505658,2398400,8sector,Invalid,2.033898305,5.906890596,3.102812565,421.1442031,0.6295399516,0.7394729349,0.8943539924,0.3653820088,Approach1,LSP,,,,,XMA_arial_Approach1
XMA_arial,500014,2398400,505658,2398400,Klippel,Invalid,2.033898305,5.906890596,3.102812565,421.1442031,0.6295399516,0.7394729349,0.8943539924,0.3653820088,Approach1,LSP,,,,,XMA_arial_Approach1
XP_arial,500014,2402200,500114,2404440,4sector,Invalid,2.057142857,5.169925001,3.041336377,238.1687582,0.6693877551,0.5874584826,0.8545941536,0.2066336866,Approach1,LSP,,,,,XP_arial_Approach1
XP_arial,500014,2402200,500114,2404440,6sector,Valid,2.057142857,5.169925001,3.041336377,238.1687582,0.6693877551,0.5874584826,0.8545941536,0.2066336866,Approach1,LSP,,,,,XP_arial_Approach1
XP_arial,500014,2402200,500114,2404440,8sector,Valid,2.057142857,5.169925001,3.041336377,238.1687582,0.6693877551,0.5874584826,0.8545941536,0.2066336866,Approach1,LSP,,,,,XP_arial_Approach1
XP_arial,500014,2402200,500114,2404440,Klippel,Invalid,2.057142857,5.169925001,3.041336377,238.1687582,0.6693877551,0.5874584826,0.8545941536,0.2066336866,Approach1,LSP,,,,,XP_arial_Approach1
XRT_arial,503213,2407091,500114,2408240,4sector,Invalid,2.086956522,5.584962501,3.185436003,403.5106936,0.7204968944,0.6730685825,0.947790854,0.3500832891,Approach1,LSP,,,,,XRT_arial_Approach1
XRT_arial,503213,2407091,500114,2408240,6sector,Invalid,2.086956522,5.584962501,3.185436003,403.5106936,0.7204968944,0.6730685825,0.947790854,0.3500832891,Approach1,LSP,,,,,XRT_arial_Approach1
XRT_arial,503213,2407091,500114,2408240,8sector,Valid,2.086956522,5.584962501,3.185436003,403.5106936,0.7204968944,0.6730685825,0.947790854,0.3500832891,Approach1,LSP,,,,,XRT_arial_Approach1
XRT_arial,503213,2407091,500114,2408240,Klippel,Invalid,2.086956522,5.584962501,3.185436003,403.5106936,0.7204968944,0.6730685825,0.947790854,0.3500832891,Approach1,LSP,,,,,XRT_arial_Approach1
