Letter,Origin_X,Origin_Y,Destination_X,Destination_Y,Grammar,Valid/Invalid,ICD,Bearing Entropy,Categorized Bearing Entropy,Graph Asymmetry,Normalized ICD,Normalized Bearing Entropy,Normalized Categorized Bearing Entropy,Normalized Graph Asymmetry,Skeletonization_Method,Path,Unnamed: 17,count ,Valid/Invalid_Agent6,Valid/Invalid_Agent4,distinct
DV_arial,503251,1963640,500237,1961400,8sector,Valid,2,4.906890596,3.127421329,255.4391282,0.5714285714,0.5332021762,0.9102697563,0.2216173489,Approach2,LSP,,,,,DV_arial_Approach2
DV_arial,503251,1963640,500237,1961400,Klippel,Invalid,2,4.906890596,3.127421329,255.4391282,0.5714285714,0.5332021762,0.9102697563,0.2216173489,Approach2,LSP,,,,,DV_arial_Approach2
EDH_arial,502849,1965200,500243,1967440,4sector,Invalid,2.125,5.672425342,3.052368304,631.8286678,0.7857142857,0.6911096091,0.8617290729,0.5481704987,Approach2,LSP,,,,,EDH_arial_Approach2
EDH_arial,502849,1965200,500243,1967440,6sector,Invalid,2.125,5.672425342,3.052368304,631.8286678,0.7857142857,0.6911096091,0.8617290729,0.5481704987,Approach2,LSP,,,,,EDH_arial_Approach2
EDH_arial,502849,1965200,500243,1967440,8sector,Valid,2.125,5.672425342,3.052368304,631.8286678,0.7857142857,0.6911096091,0.8617290729,0.5481704987,Approach2,LSP,,,,,EDH_arial_Approach2
EDH_arial,502849,1965200,500243,1967440,Klippel,Invalid,2.125,5.672425342,3.052368304,631.8286678,0.7857142857,0.6911096091,0.8617290729,0.5481704987,Approach2,LSP,,,,,EDH_arial_Approach2
EHX_arial,504426,1969000,501884,1969000,4sector,Invalid,2.081632653,5.672425342,3.103607089,443.604822,0.7113702624,0.6911096091,0.8948678523,0.3848686977,Approach2,LSP,,,,,EHX_arial_Approach2
EHX_arial,504426,1969000,501884,1969000,6sector,Valid,2.081632653,5.672425342,3.103607089,443.604822,0.7113702624,0.6911096091,0.8948678523,0.3848686977,Approach2,LSP,,,,,EHX_arial_Approach2
EHX_arial,504426,1969000,501884,1969000,8sector,Valid,2.081632653,5.672425342,3.103607089,443.604822,0.7113702624,0.6911096091,0.8948678523,0.3848686977,Approach2,LSP,,,,,EHX_arial_Approach2
EHX_arial,504426,1969000,501884,1969000,Klippel,Invalid,2.081632653,5.672425342,3.103607089,443.604822,0.7113702624,0.6911096091,0.8948678523,0.3848686977,Approach2,LSP,,,,,EHX_arial_Approach2
EL_arial,502679,1972800,500243,1975040,4sector,Invalid,2.08,4.700439718,2.809622047,206.6234112,0.7085714286,0.4906173971,0.7047324808,0.179265146,Approach2,LSP,,,,,EL_arial_Approach2
EL_arial,502679,1972800,500243,1975040,6sector,Invalid,2.08,4.700439718,2.809622047,206.6234112,0.7085714286,0.4906173971,0.7047324808,0.179265146,Approach2,LSP,,,,,EL_arial_Approach2
EL_arial,502679,1972800,500243,1975040,8sector,Valid,2.08,4.700439718,2.809622047,206.6234112,0.7085714286,0.4906173971,0.7047324808,0.179265146,Approach2,LSP,,,,,EL_arial_Approach2
EL_arial,502679,1972800,500243,1975040,Klippel,Valid,2.08,4.700439718,2.809622047,206.6234112,0.7085714286,0.4906173971,0.7047324808,0.179265146,Approach2,LSP,,,,,EL_arial_Approach2
EOB_arial,501481,1976895,504372,1978113,4sector,Invalid,2.123076923,6.108524457,3.139612126,684.80896,0.7824175824,0.7810641044,0.9181541765,0.5941358604,Approach2,LSP,,,,,EOB_arial_Approach2
EOB_arial,501481,1976895,504372,1978113,6sector,Valid,2.123076923,6.108524457,3.139612126,684.80896,0.7824175824,0.7810641044,0.9181541765,0.5941358604,Approach2,LSP,,,,,EOB_arial_Approach2
EOB_arial,501481,1976895,504372,1978113,8sector,Valid,2.123076923,6.108524457,3.139612126,684.80896,0.7824175824,0.7810641044,0.9181541765,0.5941358604,Approach2,LSP,,,,,EOB_arial_Approach2
EOB_arial,501481,1976895,504372,1978113,Klippel,Invalid,2.123076923,6.108524457,3.139612126,684.80896,0.7824175824,0.7810641044,0.9181541765,0.5941358604,Approach2,LSP,,,,,EOB_arial_Approach2
EP_arial,502862,1982435,501884,1980400,4sector,Invalid,2.129032258,5.044394119,3.082124801,298.5478042,0.7926267281,0.5615651324,0.8809741426,0.2590181596,Approach2,LSP,,,,,EP_arial_Approach2
EP_arial,502862,1982435,501884,1980400,6sector,Invalid,2.129032258,5.044394119,3.082124801,298.5478042,0.7926267281,0.5615651324,0.8809741426,0.2590181596,Approach2,LSP,,,,,EP_arial_Approach2
EP_arial,502862,1982435,501884,1980400,8sector,Valid,2.129032258,5.044394119,3.082124801,298.5478042,0.7926267281,0.5615651324,0.8809741426,0.2590181596,Approach2,LSP,,,,,EP_arial_Approach2
EP_arial,502862,1982435,501884,1980400,Klippel,Invalid,2.129032258,5.044394119,3.082124801,298.5478042,0.7926267281,0.5615651324,0.8809741426,0.2590181596,Approach2,LSP,,,,,EP_arial_Approach2
ER_arial,503080,1985611,501884,1984200,4sector,Invalid,2.121212121,5.129283017,3.100891061,290.7134084,0.7792207792,0.5790752297,0.893111256,0.2522210881,Approach2,LSP,,,,,ER_arial_Approach2
ER_arial,503080,1985611,501884,1984200,6sector,Valid,2.121212121,5.129283017,3.100891061,290.7134084,0.7792207792,0.5790752297,0.893111256,0.2522210881,Approach2,LSP,,,,,ER_arial_Approach2
ER_arial,503080,1985611,501884,1984200,8sector,Valid,2.121212121,5.129283017,3.100891061,290.7134084,0.7792207792,0.5790752297,0.893111256,0.2522210881,Approach2,LSP,,,,,ER_arial_Approach2
ER_arial,503080,1985611,501884,1984200,Klippel,Invalid,2.121212121,5.129283017,3.100891061,290.7134084,0.7792207792,0.5790752297,0.893111256,0.2522210881,Approach2,LSP,,,,,ER_arial_Approach2
ETC_arial,504481,1988695,501751,1989024,4sector,Invalid,2.035714286,5.832890014,3.134860085,412.1456186,0.6326530612,0.7242087788,0.9150807851,0.3575748946,Approach2,LSP,,,,,ETC_arial_Approach2
ETC_arial,504481,1988695,501751,1989024,6sector,Invalid,2.035714286,5.832890014,3.134860085,412.1456186,0.6326530612,0.7242087788,0.9150807851,0.3575748946,Approach2,LSP,,,,,ETC_arial_Approach2
ETC_arial,504481,1988695,501751,1989024,8sector,Valid,2.035714286,5.832890014,3.134860085,412.1456186,0.6326530612,0.7242087788,0.9150807851,0.3575748946,Approach2,LSP,,,,,ETC_arial_Approach2
ETC_arial,504481,1988695,501751,1989024,Klippel,Invalid,2.035714286,5.832890014,3.134860085,412.1456186,0.6326530612,0.7242087788,0.9150807851,0.3575748946,Approach2,LSP,,,,,ETC_arial_Approach2
EU_arial,501833,1993784,502760,1994040,4sector,Invalid,2.064516129,5,2.905639062,236.325694,0.6820276498,0.5524079237,0.7668316637,0.205034656,Approach2,LSP,,,,,EU_arial_Approach2
EU_arial,501833,1993784,502760,1994040,6sector,Invalid,2.064516129,5,2.905639062,236.325694,0.6820276498,0.5524079237,0.7668316637,0.205034656,Approach2,LSP,,,,,EU_arial_Approach2
EU_arial,501833,1993784,502760,1994040,8sector,Valid,2.064516129,5,2.905639062,236.325694,0.6820276498,0.5524079237,0.7668316637,0.205034656,Approach2,LSP,,,,,EU_arial_Approach2
EU_arial,501833,1993784,502760,1994040,Klippel,Invalid,2.064516129,5,2.905639062,236.325694,0.6820276498,0.5524079237,0.7668316637,0.205034656,Approach2,LSP,,,,,EU_arial_Approach2
FHP_arial,504534,2000696,500543,1999400,4sector,Invalid,2.042553191,5.584962501,3.092513402,379.3586681,0.6443768997,0.6730685825,0.8876929896,0.3291291467,Approach2,LSP,,,,,FHP_arial_Approach2
FHP_arial,504534,2000696,500543,1999400,6sector,Valid,2.042553191,5.584962501,3.092513402,379.3586681,0.6443768997,0.6730685825,0.8876929896,0.3291291467,Approach2,LSP,,,,,FHP_arial_Approach2
FHP_arial,504534,2000696,500543,1999400,8sector,Valid,2.042553191,5.584962501,3.092513402,379.3586681,0.6443768997,0.6730685825,0.8876929896,0.3291291467,Approach2,LSP,,,,,FHP_arial_Approach2
FHP_arial,504534,2000696,500543,1999400,Klippel,Invalid,2.042553191,5.584962501,3.092513402,379.3586681,0.6443768997,0.6730685825,0.8876929896,0.3291291467,Approach2,LSP,,,,,FHP_arial_Approach2
FL_arial,502541,2003200,500543,2003200,4sector,Invalid,2,4.857980995,2.817937566,189.6299579,0.5714285714,0.5231135558,0.7101105581,0.164521735,Approach2,LSP,,,,,FL_arial_Approach2
FL_arial,502541,2003200,500543,2003200,6sector,Invalid,2,4.857980995,2.817937566,189.6299579,0.5714285714,0.5231135558,0.7101105581,0.164521735,Approach2,LSP,,,,,FL_arial_Approach2
FL_arial,502541,2003200,500543,2003200,8sector,Valid,2,4.857980995,2.817937566,189.6299579,0.5714285714,0.5231135558,0.7101105581,0.164521735,Approach2,LSP,,,,,FL_arial_Approach2
FL_arial,502541,2003200,500543,2003200,Klippel,Valid,2,4.857980995,2.817937566,189.6299579,0.5714285714,0.5231135558,0.7101105581,0.164521735,Approach2,LSP,,,,,FL_arial_Approach2
FPJ_arial,500543,2007000,503244,2009240,4sector,Invalid,2.037735849,5.754887502,3.061865687,339.7249949,0.6361185984,0.7081191415,0.8678715232,0.2947432261,Approach2,LSP,,,,,FPJ_arial_Approach2
FPJ_arial,500543,2007000,503244,2009240,6sector,Invalid,2.037735849,5.754887502,3.061865687,339.7249949,0.6361185984,0.7081191415,0.8678715232,0.2947432261,Approach2,LSP,,,,,FPJ_arial_Approach2
FPJ_arial,500543,2007000,503244,2009240,8sector,Invalid,2.037735849,5.754887502,3.061865687,339.7249949,0.6361185984,0.7081191415,0.8678715232,0.2947432261,Approach2,LSP,,,,,FPJ_arial_Approach2
FPJ_arial,500543,2007000,503244,2009240,Klippel,Invalid,2.037735849,5.754887502,3.061865687,339.7249949,0.6361185984,0.7081191415,0.8678715232,0.2947432261,Approach2,LSP,,,,,FPJ_arial_Approach2
FSB_arial,503556,2011634,500543,2010800,4sector,Invalid,2.103896104,6.339850003,3.062958798,759.3207937,0.7495361781,0.8287798003,0.8685784949,0.6587818493,Approach2,LSP,,,,,FSB_arial_Approach2
FSB_arial,503556,2011634,500543,2010800,6sector,Valid,2.103896104,6.339850003,3.062958798,759.3207937,0.7495361781,0.8287798003,0.8685784949,0.6587818493,Approach2,LSP,,,,,FSB_arial_Approach2
FSB_arial,503556,2011634,500543,2010800,8sector,Valid,2.103896104,6.339850003,3.062958798,759.3207937,0.7495361781,0.8287798003,0.8685784949,0.6587818493,Approach2,LSP,,,,,FSB_arial_Approach2
FSB_arial,503556,2011634,500543,2010800,Klippel,Invalid,2.103896104,6.339850003,3.062958798,759.3207937,0.7495361781,0.8287798003,0.8685784949,0.6587818493,Approach2,LSP,,,,,FSB_arial_Approach2
FUX_arial,504216,2016840,500543,2014600,4sector,Invalid,2.035714286,5.832890014,3.118396209,548.9689781,0.6326530612,0.7242087788,0.9044327428,0.4762819635,Approach2,LSP,,,,,FUX_arial_Approach2
FUX_arial,504216,2016840,500543,2014600,6sector,Valid,2.035714286,5.832890014,3.118396209,548.9689781,0.6326530612,0.7242087788,0.9044327428,0.4762819635,Approach2,LSP,,,,,FUX_arial_Approach2
FUX_arial,504216,2016840,500543,2014600,8sector,Valid,2.035714286,5.832890014,3.118396209,548.9689781,0.6326530612,0.7242087788,0.9044327428,0.4762819635,Approach2,LSP,,,,,FUX_arial_Approach2
FUX_arial,504216,2016840,500543,2014600,Klippel,Invalid,2.035714286,5.832890014,3.118396209,548.9689781,0.6326530612,0.7242087788,0.9044327428,0.4762819635,Approach2,LSP,,,,,FUX_arial_Approach2
HI_arial,501680,2056400,500537,2056400,4sector,Invalid,1.909090909,4.392317423,2.660673233,155.50375,0.4155844156,0.4270607774,0.6083995597,0.1349140559,Approach2,LSP,,,,,HI_arial_Approach2
HI_arial,501680,2056400,500537,2056400,6sector,Valid,1.909090909,4.392317423,2.660673233,155.50375,0.4155844156,0.4270607774,0.6083995597,0.1349140559,Approach2,LSP,,,,,HI_arial_Approach2
HI_arial,501680,2056400,500537,2056400,8sector,Valid,1.909090909,4.392317423,2.660673233,155.50375,0.4155844156,0.4270607774,0.6083995597,0.1349140559,Approach2,LSP,,,,,HI_arial_Approach2
HI_arial,501680,2056400,500537,2056400,Klippel,Valid,1.909090909,4.392317423,2.660673233,155.50375,0.4155844156,0.4270607774,0.6083995597,0.1349140559,Approach2,LSP,,,,,HI_arial_Approach2
HKD_arial,505005,2062098,500537,2060200,4sector,Invalid,2.052631579,5.285402219,2.969440195,386.6087514,0.6616541353,0.6112780559,0.8080951649,0.3354192725,Approach2,LSP,,,,,HKD_arial_Approach2
HKD_arial,505005,2062098,500537,2060200,6sector,Invalid,2.052631579,5.285402219,2.969440195,386.6087514,0.6616541353,0.6112780559,0.8080951649,0.3354192725,Approach2,LSP,,,,,HKD_arial_Approach2
HKD_arial,505005,2062098,500537,2060200,8sector,Valid,2.052631579,5.285402219,2.969440195,386.6087514,0.6616541353,0.6112780559,0.8080951649,0.3354192725,Approach2,LSP,,,,,HKD_arial_Approach2
HKD_arial,505005,2062098,500537,2060200,Klippel,Invalid,2.052631579,5.285402219,2.969440195,386.6087514,0.6616541353,0.6112780559,0.8080951649,0.3354192725,Approach2,LSP,,,,,HKD_arial_Approach2
HO_arial,503928,2064787,500537,2064000,4sector,Invalid,2,5.491853096,3.106114287,375.8860933,0.5714285714,0.653862835,0.8964893869,0.3261163631,Approach2,LSP,,,,,HO_arial_Approach2
HO_arial,503928,2064787,500537,2064000,6sector,Valid,2,5.491853096,3.106114287,375.8860933,0.5714285714,0.653862835,0.8964893869,0.3261163631,Approach2,LSP,,,,,HO_arial_Approach2
HO_arial,503928,2064787,500537,2064000,8sector,Valid,2,5.491853096,3.106114287,375.8860933,0.5714285714,0.653862835,0.8964893869,0.3261163631,Approach2,LSP,,,,,HO_arial_Approach2
HO_arial,503928,2064787,500537,2064000,Klippel,Invalid,2,5.491853096,3.106114287,375.8860933,0.5714285714,0.653862835,0.8964893869,0.3261163631,Approach2,LSP,,,,,HO_arial_Approach2
HBV_arial,504488,2070040,500537,2067800,4sector,Invalid,2.081632653,5.672425342,3.227128587,470.1191623,0.7113702624,0.6911096091,0.9747556103,0.4078723692,Approach2,LSP,,,,,HBV_arial_Approach2
HBV_arial,504488,2070040,500537,2067800,6sector,Valid,2.081632653,5.672425342,3.227128587,470.1191623,0.7113702624,0.6911096091,0.9747556103,0.4078723692,Approach2,LSP,,,,,HBV_arial_Approach2
HBV_arial,504488,2070040,500537,2067800,8sector,Valid,2.081632653,5.672425342,3.227128587,470.1191623,0.7113702624,0.6911096091,0.9747556103,0.4078723692,Approach2,LSP,,,,,HBV_arial_Approach2
HBV_arial,504488,2070040,500537,2067800,Klippel,Invalid,2.081632653,5.672425342,3.227128587,470.1191623,0.7113702624,0.6911096091,0.9747556103,0.4078723692,Approach2,LSP,,,,,HBV_arial_Approach2
IA_arial,501414,2073840,500578,2071600,4sector,Invalid,2,4.754887502,3.203987392,227.3162178,0.5714285714,0.5018483828,0.9597889991,0.1972180922,Approach2,LSP,,,,,IA_arial_Approach2
IA_arial,501414,2073840,500578,2071600,6sector,Invalid,2,4.754887502,3.203987392,227.3162178,0.5714285714,0.5018483828,0.9597889991,0.1972180922,Approach2,LSP,,,,,IA_arial_Approach2
IA_arial,501414,2073840,500578,2071600,8sector,Valid,2,4.754887502,3.203987392,227.3162178,0.5714285714,0.5018483828,0.9597889991,0.1972180922,Approach2,LSP,,,,,IA_arial_Approach2
IA_arial,501414,2073840,500578,2071600,Klippel,Invalid,2,4.754887502,3.203987392,227.3162178,0.5714285714,0.5018483828,0.9597889991,0.1972180922,Approach2,LSP,,,,,IA_arial_Approach2
IB_arial,502015,2075619,502039,2076913,4sector,Invalid,2.068965517,4.906890596,2.911080496,235.338089,0.6896551724,0.5332021762,0.7703509213,0.2041778163,Approach2,LSP,,,,,IB_arial_Approach2
IB_arial,502015,2075619,502039,2076913,6sector,Invalid,2.068965517,4.906890596,2.911080496,235.338089,0.6896551724,0.5332021762,0.7703509213,0.2041778163,Approach2,LSP,,,,,IB_arial_Approach2
IB_arial,502015,2075619,502039,2076913,8sector,Valid,2.068965517,4.906890596,2.911080496,235.338089,0.6896551724,0.5332021762,0.7703509213,0.2041778163,Approach2,LSP,,,,,IB_arial_Approach2
IB_arial,502015,2075619,502039,2076913,Klippel,Invalid,2.068965517,4.906890596,2.911080496,235.338089,0.6896551724,0.5332021762,0.7703509213,0.2041778163,Approach2,LSP,,,,,IB_arial_Approach2
IBY_arial,502015,2079419,502201,2079200,4sector,Invalid,2.048780488,5.392317423,3.079569139,359.0166758,0.6550522648,0.6333315361,0.8793212636,0.3114805647,Approach2,LSP,,,,,IBY_arial_Approach2
IBY_arial,502015,2079419,502201,2079200,6sector,Invalid,2.048780488,5.392317423,3.079569139,359.0166758,0.6550522648,0.6333315361,0.8793212636,0.3114805647,Approach2,LSP,,,,,IBY_arial_Approach2
IBY_arial,502015,2079419,502201,2079200,8sector,Valid,2.048780488,5.392317423,3.079569139,359.0166758,0.6550522648,0.6333315361,0.8793212636,0.3114805647,Approach2,LSP,,,,,IBY_arial_Approach2
IBY_arial,502015,2079419,502201,2079200,Klippel,Invalid,2.048780488,5.392317423,3.079569139,359.0166758,0.6550522648,0.6333315361,0.8793212636,0.3114805647,Approach2,LSP,,,,,IBY_arial_Approach2
IC_arial,502357,2083695,502033,2084536,4sector,Invalid,1.956521739,5.491853096,3.100592398,337.6249256,0.4968944099,0.653862835,0.8929180951,0.2929212195,Approach2,LSP,,,,,IC_arial_Approach2
IC_arial,502357,2083695,502033,2084536,6sector,Invalid,1.956521739,5.491853096,3.100592398,337.6249256,0.4968944099,0.653862835,0.8929180951,0.2929212195,Approach2,LSP,,,,,IC_arial_Approach2
IC_arial,502357,2083695,502033,2084536,8sector,Valid,1.956521739,5.491853096,3.100592398,337.6249256,0.4968944099,0.653862835,0.8929180951,0.2929212195,Approach2,LSP,,,,,IC_arial_Approach2
IC_arial,502357,2083695,502033,2084536,Klippel,Invalid,1.956521739,5.491853096,3.100592398,337.6249256,0.4968944099,0.653862835,0.8929180951,0.2929212195,Approach2,LSP,,,,,IC_arial_Approach2
IH_arial,501940,2086800,500797,2086800,4sector,Invalid,1.909090909,4.392317423,2.660673233,154.9860183,0.4155844156,0.4270607774,0.6083995597,0.1344648752,Approach2,LSP,,,,,IH_arial_Approach2
IH_arial,501940,2086800,500797,2086800,6sector,Valid,1.909090909,4.392317423,2.660673233,154.9860183,0.4155844156,0.4270607774,0.6083995597,0.1344648752,Approach2,LSP,,,,,IH_arial_Approach2
IH_arial,501940,2086800,500797,2086800,8sector,Valid,1.909090909,4.392317423,2.660673233,154.9860183,0.4155844156,0.4270607774,0.6083995597,0.1344648752,Approach2,LSP,,,,,IH_arial_Approach2
IH_arial,501940,2086800,500797,2086800,Klippel,Valid,1.909090909,4.392317423,2.660673233,154.9860183,0.4155844156,0.4270607774,0.6083995597,0.1344648752,Approach2,LSP,,,,,IH_arial_Approach2
IN_arial,501928,2090600,500773,2090600,4sector,Invalid,1.909090909,4.392317423,2.584023687,142.7551161,0.4155844156,0.4270607774,0.5588263234,0.1238534229,Approach2,LSP,,,,,IN_arial_Approach2
IN_arial,501928,2090600,500773,2090600,6sector,Valid,1.909090909,4.392317423,2.584023687,142.7551161,0.4155844156,0.4270607774,0.5588263234,0.1238534229,Approach2,LSP,,,,,IN_arial_Approach2
IN_arial,501928,2090600,500773,2090600,8sector,Valid,1.909090909,4.392317423,2.584023687,142.7551161,0.4155844156,0.4270607774,0.5588263234,0.1238534229,Approach2,LSP,,,,,IN_arial_Approach2
IN_arial,501928,2090600,500773,2090600,Klippel,Invalid,1.909090909,4.392317423,2.584023687,142.7551161,0.4155844156,0.4270607774,0.5588263234,0.1238534229,Approach2,LSP,,,,,IN_arial_Approach2
IP_arial,502042,2096435,500287,2094400,4sector,Invalid,2,4.392317423,2.891851946,116.4976267,0.5714285714,0.4270607774,0.757914821,0.1010725935,Approach2,LSP,,,,,IP_arial_Approach2
IP_arial,502042,2096435,500287,2094400,6sector,Invalid,2,4.392317423,2.891851946,116.4976267,0.5714285714,0.4270607774,0.757914821,0.1010725935,Approach2,LSP,,,,,IP_arial_Approach2
IP_arial,502042,2096435,500287,2094400,8sector,Valid,2,4.392317423,2.891851946,116.4976267,0.5714285714,0.4270607774,0.757914821,0.1010725935,Approach2,LSP,,,,,IP_arial_Approach2
IP_arial,502042,2096435,500287,2094400,Klippel,Invalid,2,4.392317423,2.891851946,116.4976267,0.5714285714,0.4270607774,0.757914821,0.1010725935,Approach2,LSP,,,,,IP_arial_Approach2
IZ_arial,502060,2098200,502024,2100440,4sector,Invalid,2,4.169925001,2.88551303,135.4902783,0.5714285714,0.381187724,0.7538151153,0.1175504963,Approach2,LSP,,,,,IZ_arial_Approach2
IZ_arial,502060,2098200,502024,2100440,6sector,Invalid,2,4.169925001,2.88551303,135.4902783,0.5714285714,0.381187724,0.7538151153,0.1175504963,Approach2,LSP,,,,,IZ_arial_Approach2
IZ_arial,502060,2098200,502024,2100440,8sector,Valid,2,4.169925001,2.88551303,135.4902783,0.5714285714,0.381187724,0.7538151153,0.1175504963,Approach2,LSP,,,,,IZ_arial_Approach2
IZ_arial,502060,2098200,502024,2100440,Klippel,Valid,2,4.169925001,2.88551303,135.4902783,0.5714285714,0.381187724,0.7538151153,0.1175504963,Approach2,LSP,,,,,IZ_arial_Approach2
JA_arial,501346,2104240,500089,2102668,4sector,Invalid,2.04,5.672425342,3.060052407,369.1102395,0.64,0.6911096091,0.8666987807,0.3202376758,Approach2,LSP,,,,,JA_arial_Approach2
JA_arial,501346,2104240,500089,2102668,6sector,Valid,2.04,5.672425342,3.060052407,369.1102395,0.64,0.6911096091,0.8666987807,0.3202376758,Approach2,LSP,,,,,JA_arial_Approach2
JA_arial,501346,2104240,500089,2102668,8sector,Valid,2.04,5.672425342,3.060052407,369.1102395,0.64,0.6911096091,0.8666987807,0.3202376758,Approach2,LSP,,,,,JA_arial_Approach2
JA_arial,501346,2104240,500089,2102668,Klippel,Invalid,2.04,5.672425342,3.060052407,369.1102395,0.64,0.6911096091,0.8666987807,0.3202376758,Approach2,LSP,,,,,JA_arial_Approach2
JB_arial,502285,2107313,500089,2106468,4sector,Invalid,2.048780488,5.392317423,2.995453363,321.4116076,0.6550522648,0.6333315361,0.8249192295,0.2788546488,Approach2,LSP,,,,,JB_arial_Approach2
JB_arial,502285,2107313,500089,2106468,6sector,Valid,2.048780488,5.392317423,2.995453363,321.4116076,0.6550522648,0.6333315361,0.8249192295,0.2788546488,Approach2,LSP,,,,,JB_arial_Approach2
JB_arial,502285,2107313,500089,2106468,8sector,Valid,2.048780488,5.392317423,2.995453363,321.4116076,0.6550522648,0.6333315361,0.8249192295,0.2788546488,Approach2,LSP,,,,,JB_arial_Approach2
JB_arial,502285,2107313,500089,2106468,Klippel,Invalid,2.048780488,5.392317423,2.995453363,321.4116076,0.6550522648,0.6333315361,0.8249192295,0.2788546488,Approach2,LSP,,,,,JB_arial_Approach2
JBR_arial,503590,2111424,500089,2110268,4sector,Invalid,2.059701493,6.108524457,3.125270788,587.4207354,0.6737739872,0.7810641044,0.9088788893,0.5096424615,Approach2,LSP,,,,,JBR_arial_Approach2
JBR_arial,503590,2111424,500089,2110268,6sector,Valid,2.059701493,6.108524457,3.125270788,587.4207354,0.6737739872,0.7810641044,0.9088788893,0.5096424615,Approach2,LSP,,,,,JBR_arial_Approach2
JBR_arial,503590,2111424,500089,2110268,8sector,Valid,2.059701493,6.108524457,3.125270788,587.4207354,0.6737739872,0.7810641044,0.9088788893,0.5096424615,Approach2,LSP,,,,,JBR_arial_Approach2
JBR_arial,503590,2111424,500089,2110268,Klippel,Invalid,2.059701493,6.108524457,3.125270788,587.4207354,0.6737739872,0.7810641044,0.9088788893,0.5096424615,Approach2,LSP,,,,,JBR_arial_Approach2
JC_arial,502603,2114095,502279,2114936,4sector,Invalid,2,5.832890014,3.136808317,414.3990002,0.5714285714,0.7242087788,0.9163408078,0.359529914,Approach2,LSP,,,,,JC_arial_Approach2
JC_arial,502603,2114095,502279,2114936,6sector,Invalid,2,5.832890014,3.136808317,414.3990002,0.5714285714,0.7242087788,0.9163408078,0.359529914,Approach2,LSP,,,,,JC_arial_Approach2
JC_arial,502603,2114095,502279,2114936,8sector,Valid,2,5.832890014,3.136808317,414.3990002,0.5714285714,0.7242087788,0.9163408078,0.359529914,Approach2,LSP,,,,,JC_arial_Approach2
JC_arial,502603,2114095,502279,2114936,Klippel,Invalid,2,5.832890014,3.136808317,414.3990002,0.5714285714,0.7242087788,0.9163408078,0.359529914,Approach2,LSP,,,,,JC_arial_Approach2
JCD_arial,502477,2119106,500089,2117868,4sector,Invalid,2.057142857,6.169925001,3.112673214,768.3791211,0.6693877551,0.7937292413,0.9007313851,0.666640796,Approach2,LSP,,,,,JCD_arial_Approach2
JCD_arial,502477,2119106,500089,2117868,6sector,Invalid,2.057142857,6.169925001,3.112673214,768.3791211,0.6693877551,0.7937292413,0.9007313851,0.666640796,Approach2,LSP,,,,,JCD_arial_Approach2
JCD_arial,502477,2119106,500089,2117868,8sector,Valid,2.057142857,6.169925001,3.112673214,768.3791211,0.6693877551,0.7937292413,0.9007313851,0.666640796,Approach2,LSP,,,,,JCD_arial_Approach2
JCD_arial,502477,2119106,500089,2117868,Klippel,Invalid,2.057142857,6.169925001,3.112673214,768.3791211,0.6693877551,0.7937292413,0.9007313851,0.666640796,Approach2,LSP,,,,,JCD_arial_Approach2
JD_arial,502081,2123164,500089,2121668,4sector,Invalid,2,4.584962501,2.756866543,196.3375318,0.5714285714,0.4667978238,0.6706127611,0.170341183,Approach2,LSP,,,,,JD_arial_Approach2
JD_arial,502081,2123164,500089,2121668,6sector,Invalid,2,4.584962501,2.756866543,196.3375318,0.5714285714,0.4667978238,0.6706127611,0.170341183,Approach2,LSP,,,,,JD_arial_Approach2
JD_arial,502081,2123164,500089,2121668,8sector,Valid,2,4.584962501,2.756866543,196.3375318,0.5714285714,0.4667978238,0.6706127611,0.170341183,Approach2,LSP,,,,,JD_arial_Approach2
JD_arial,502081,2123164,500089,2121668,Klippel,Invalid,2,4.584962501,2.756866543,196.3375318,0.5714285714,0.4667978238,0.6706127611,0.170341183,Approach2,LSP,,,,,JD_arial_Approach2
JHR_arial,504182,2126211,500089,2125468,4sector,Invalid,2,5.754887502,3.196461985,371.038396,0.5714285714,0.7081191415,0.9549219284,0.321910532,Approach2,LSP,,,,,JHR_arial_Approach2
JHR_arial,504182,2126211,500089,2125468,6sector,Valid,2,5.754887502,3.196461985,371.038396,0.5714285714,0.7081191415,0.9549219284,0.321910532,Approach2,LSP,,,,,JHR_arial_Approach2
JHR_arial,504182,2126211,500089,2125468,8sector,Valid,2,5.754887502,3.196461985,371.038396,0.5714285714,0.7081191415,0.9549219284,0.321910532,Approach2,LSP,,,,,JHR_arial_Approach2
JHR_arial,504182,2126211,500089,2125468,Klippel,Invalid,2,5.754887502,3.196461985,371.038396,0.5714285714,0.7081191415,0.9549219284,0.321910532,Approach2,LSP,,,,,JHR_arial_Approach2
JJ_arial,500089,2129268,501804,2130840,4sector,Invalid,1.953488372,5.392317423,2.938540041,232.597145,0.4916943522,0.6333315361,0.7881104329,0.2017997908,Approach2,LSP,,,,,JJ_arial_Approach2
JJ_arial,500089,2129268,501804,2130840,6sector,Valid,1.953488372,5.392317423,2.938540041,232.597145,0.4916943522,0.6333315361,0.7881104329,0.2017997908,Approach2,LSP,,,,,JJ_arial_Approach2
